transaction_id,card_id,vehicle_id,timestamp,location,merchant_type,amount,status,date
T963,C139,V239,2026-04-16 10:42:32.052085,Mumbai,fuel,5000.0,failed,2026-04-16
T964,C133,V233,2026-04-17 14:33:32.052089,Chennai,fuel,500.0,failed,2026-04-17
T965,C133,V233,2026-04-13 11:22:32.052092,Chennai,fuel,100.0,failed,2026-04-13
T966,C106,V206,2026-04-16 18:37:32.052095,Bangalore,fuel,2500.0,success,2026-04-16
T967,C129,V229,2026-04-12 17:03:32.052099,Mumbai,toll,100.0,failed,2026-04-12
T968,C109,V209,2026-04-18 23:15:32.052102,Mumbai,fuel,2500.0,success,2026-04-18
T969,C148,V248,2026-04-17 09:54:32.052105,Chennai,fuel,2500.0,failed,2026-04-17
T970,C126,V226,2026-04-12 19:09:32.052115,Mumbai,toll,500.0,success,2026-04-12
T971,C104,V204,2026-04-18 12:03:32.052118,Chennai,toll,200.0,success,2026-04-18
T972,C102,V202,2026-04-13 23:33:32.052122,Bangalore,fuel,2500.0,failed,2026-04-13
T973,C144,V244,2026-04-12 23:05:32.052130,Mumbai,fuel,500.0,failed,2026-04-12
T974,C131,V231,2026-04-13 19:28:32.052133,Mumbai,toll,200.0,failed,2026-04-13
T975,C116,V216,2026-04-16 10:05:32.052137,Bangalore,fuel,200.0,failed,2026-04-16
T977,C102,V202,2026-04-18 16:27:32.052144,Mumbai,fuel,100.0,success,2026-04-18
T978,C103,V203,2026-04-14 17:44:32.052148,Chennai,toll,5000.0,success,2026-04-14
T979,C133,V233,2026-04-14 22:56:32.052152,Chennai,toll,200.0,failed,2026-04-14
T980,C111,V211,2026-04-13 23:15:32.052155,Bangalore,fuel,200.0,failed,2026-04-13
T982,C119,V219,2026-04-13 07:19:32.052162,Bangalore,fuel,200.0,success,2026-04-13
T983,C139,V239,2026-04-13 08:19:32.052165,Chennai,fuel,200.0,success,2026-04-13
T984,C104,V204,2026-04-15 00:13:32.052169,Chennai,toll,200.0,success,2026-04-15
T985,C105,V205,2026-04-15 02:12:32.052172,Chennai,fuel,500.0,success,2026-04-15
T986,C127,V227,2026-04-14 02:24:32.052176,Chennai,fuel,200.0,failed,2026-04-14
T987,C100,V200,2026-04-14 11:37:32.052179,Bangalore,fuel,5000.0,success,2026-04-14
T988,C130,V230,2026-04-13 22:42:32.052183,Mumbai,fuel,200.0,failed,2026-04-13
T990,C141,V241,2026-04-18 06:43:32.052190,Bangalore,fuel,500.0,success,2026-04-18
T991,C118,V218,2026-04-18 10:03:32.052193,Bangalore,fuel,2500.0,success,2026-04-18
T992,C102,V202,2026-04-14 22:42:32.052197,Chennai,fuel,5000.0,failed,2026-04-14
T993,C116,V216,2026-04-13 23:02:32.052200,Mumbai,fuel,500.0,failed,2026-04-13
T994,C117,V217,2026-04-17 07:21:32.052203,Bangalore,toll,500.0,success,2026-04-17
T995,C109,V209,2026-04-17 14:06:32.052207,Chennai,toll,500.0,failed,2026-04-17
T996,C103,V203,2026-04-13 22:25:32.052211,Mumbai,toll,500.0,success,2026-04-13
T997,C102,V202,2026-04-15 08:07:32.052214,Chennai,toll,100.0,success,2026-04-15
T998,C118,V218,2026-04-15 17:06:32.052217,Chennai,fuel,200.0,success,2026-04-15
T999,C121,V221,2026-04-18 12:36:32.052221,Mumbai,toll,200.0,success,2026-04-18
